mu_-0.01,mu_-0.015,mu_-0.02,mu_-0.025,mu_-0.03
29,19,26,34,80
52,61,5,5,22
13,48,8,15,43
30,49,11,8,9
53,109,6,18,52
24,29,26,37,8
134,48,36,13,29
83,105,54,2,49
87,112,124,16,5
184,41,93,98,16
32,27,13,10,63
26,46,44,2,10
30,85,36,16,14
36,46,18,62,35
144,25,10,31,0
42,51,89,65,42
76,131,169,16,0
27,16,96,82,18
134,22,42,55,16
117,68,59,20,51
69,40,129,70,2
23,15,21,18,93
87,28,41,36,43
77,30,7,10,10
0,39,41,36,5
44,53,66,5,8
41,43,0,18,14
177,52,2,0,18
69,21,108,19,8
33,2,139,6,65
31,2,22,8,154
177,57,40,132,14
60,118,6,6,2
35,36,24,8,105
4,35,10,37,9
34,43,44,5,65
10,133,20,53,0
26,56,61,0,78
65,18,68,46,22
66,45,117,27,19
62,5,28,4,25
60,46,61,1,52
70,11,15,3,7
96,25,11,21,78
67,72,27,5,32
52,12,2,41,51
27,4,84,80,7
35,98,56,10,13
105,22,11,3,0
40,3,34,109,67
69,57,50,120,10
23,15,43,8,75
6,21,11,0,27
28,20,10,53,31
73,83,76,65,31
150,38,20,5,16
3,60,59,10,94
5,62,2,66,29
193,91,15,98,10
62,36,2,60,1
99,20,14,2,36
41,11,77,1,67
10,25,12,76,34
56,101,50,1,9
17,16,2,12,1
151,98,70,2,85
59,28,8,54,7
120,53,9,82,3
49,0,78,27,104
28,110,17,14,22
52,7,9,73,4
50,36,6,56,6
99,53,15,8,7
98,85,25,11,117
44,55,86,3,35
86,21,8,21,23
47,88,105,26,67
13,63,1,45,5
97,6,26,63,0
104,71,89,29,6
36,42,69,3,43
48,47,59,39,13
110,98,201,48,7
28,53,48,31,23
201,19,25,31,1
72,1,22,77,53
57,62,138,5,64
47,23,37,11,71
56,44,11,101,67
18,199,192,21,27
2,139,23,24,6
130,76,4,6,16
7,0,32,7,5
116,49,4,74,7
45,11,83,78,3
54,16,37,58,1
97,8,45,62,58
13,49,18,31,21
58,43,69,76,29
1,36,20,59,38
10,12,57,45,8
13,46,23,1,12
45,7,116,12,49
21,28,33,32,52
24,1,14,10,52
5,41,44,20,26
66,32,73,15,29
0,17,119,25,6
63,28,35,5,27
34,16,31,3,8
149,115,18,65,18
46,140,115,26,2
107,25,9,8,6
37,41,17,75,1
57,76,14,82,71
12,70,106,139,10
57,41,51,139,29
1,37,86,100,2
67,4,39,18,146
20,84,162,50,24
30,6,5,13,18
56,13,70,97,2
48,19,75,23,11
52,29,4,54,15
19,57,43,48,3
16,3,42,198,43
67,15,51,104,39
44,71,104,40,0
48,11,0,52,34
145,43,62,81,25
50,49,42,34,28
89,14,10,0,43
19,73,61,63,20
34,46,11,33,27
17,1,29,74,131
61,34,11,91,64
41,13,74,14,33
66,104,33,47,8
16,4,59,21,33
61,37,0,7,49
33,9,95,22,0
63,24,38,5,63
41,64,23,41,17
150,92,3,18,10
8,30,120,25,51
8,24,91,4,0
107,34,20,19,118
95,41,26,26,39
45,18,58,4,27
49,18,12,25,0
55,52,21,32,4
20,48,47,100,7
10,45,10,2,75
4,47,89,42,27
212,29,1,55,58
81,21,103,57,30
87,4,76,49,41
71,42,33,0,24
194,33,79,62,120
17,86,43,64,4
30,22,11,8,2
42,53,64,65,33
39,39,26,27,31
23,25,45,58,44
88,89,14,70,99
99,6,61,3,10
6,98,18,6,7
4,71,1,32,26
24,63,23,65,61
78,138,7,7,24
2,18,0,17,8
41,117,98,53,12
7,63,1,70,12
4,41,80,75,49
4,137,55,36,3
97,22,29,18,36
56,14,9,1,29
51,36,55,4,32
81,6,36,25,17
119,49,24,3,42
60,24,6,7,18
83,62,31,19,35
80,13,4,3,48
58,99,4,51,88
29,13,2,69,41
5,12,40,29,15
58,154,24,19,2
77,178,48,12,30
37,66,17,51,17
58,167,16,51,42
80,14,33,171,19
191,45,8,89,24
66,0,34,1,106
35,125,1,106,9
27,128,11,13,30
36,47,21,15,87
21,63,84,94,33
93,4,40,33,43
29,82,0,33,47
48,96,62,70,2
23,23,10,28,18
52,91,31,7,130
0,76,39,28,33
18,40,38,30,0
36,4,51,4,6
15,45,30,36,59
18,27,23,14,4
6,17,39,21,52
83,42,62,16,2
31,40,5,49,102
98,11,9,53,7
35,72,19,21,81
124,26,45,6,58
73,44,64,27,12
22,101,59,49,1
43,27,3,26,11
114,4,60,6,3
40,10,90,68,27
33,1,5,45,27
76,25,101,27,14
7,29,4,82,6
32,35,1,30,11
131,56,74,8,9
60,31,36,2,23
66,52,30,10,0
155,5,21,1,1
20,64,33,5,68
43,7,34,9,10
44,0,21,1,57
19,89,22,79,9
12,76,84,69,20
36,33,60,27,6
88,4,17,69,45
93,23,67,60,7
56,18,18,27,31
151,14,85,25,18
3,1,47,11,14
8,37,47,16,46
33,152,63,26,69
134,28,91,11,64
90,47,111,8,104
161,44,62,1,113
83,159,28,38,17
0,0,122,1,63
41,98,37,107,21
77,55,5,22,113
33,234,0,8,49
64,7,4,8,15
52,24,58,6,37
139,2,117,141,1
51,87,26,60,8
65,73,57,14,0
172,17,9,11,3
4,62,49,1,66
20,46,49,39,67
60,85,6,6,10
5,43,51,15,34
68,110,0,37,27
74,19,52,53,30
54,119,33,21,39
153,2,9,124,4
1,17,0,61,1
16,4,3,39,22
37,28,86,37,4
18,3,61,68,30
23,47,25,33,73
113,3,16,15,2
34,28,5,8,68
57,66,0,70,50
58,61,151,5,54
37,133,13,9,0
99,69,18,27,37
15,38,55,116,32
0,98,10,7,3
8,66,125,19,11
11,24,2,81,8
58,71,129,28,23
51,61,53,30,38
63,44,88,60,2
11,16,63,12,118
94,198,34,26,59
22,38,3,8,40
163,17,9,40,141
48,30,31,18,1
1,98,11,3,8
27,14,12,31,43
38,7,136,44,10
20,39,69,36,12
6,65,8,58,7
40,12,33,56,80
31,6,42,58,5
46,13,42,8,54
20,69,31,27,28
61,38,105,32,19
42,1,21,17,3
90,1,41,13,12
6,25,64,6,1
9,45,9,23,15
55,5,4,17,101
60,3,47,66,3
23,64,33,85,12
12,14,60,31,7
49,121,15,62,15
99,38,54,139,35
21,23,20,32,22
34,9,2,54,34
22,77,28,20,33
50,30,12,55,6
60,95,16,68,50
12,51,107,16,27
110,64,34,113,30
27,114,91,33,44
19,32,18,39,52
45,22,78,39,22
45,136,30,6,14
21,15,36,4,35
43,8,0,30,118
0,144,17,47,48
42,2,155,21,58
27,2,51,16,61
46,71,3,80,167
54,17,45,89,20
67,118,36,59,24
84,58,2,86,4
137,98,12,27,37
37,6,24,1,2
30,62,33,5,14
7,37,2,2,16
63,60,16,9,25
106,101,137,35,21
97,26,3,31,9
14,12,7,25,38
36,83,17,29,41
34,41,32,122,101
46,4,15,88,38
5,56,13,4,0
41,22,46,16,87
24,19,22,51,41
7,26,38,19,35
22,22,30,28,9
52,38,30,16,7
118,56,89,22,10
31,54,22,92,34
131,120,79,107,3
112,6,9,56,61
4,41,55,29,61
58,23,96,11,47
1,48,74,76,25
45,18,20,6,4
60,25,89,50,16
22,13,19,6,1
51,160,130,95,33
2,26,84,3,10
28,22,13,107,2
49,20,36,74,57
115,81,3,123,47
6,51,109,38,56
19,67,16,40,61
8,43,7,7,20
8,63,21,39,67
48,87,58,45,20
0,4,18,4,3
34,76,2,18,24
50,13,33,60,22
21,60,15,24,33
23,108,68,21,0
9,55,28,3,4
107,23,76,34,59
35,80,34,107,4
79,103,10,53,22
53,43,24,37,3
10,45,23,3,42
49,21,88,73,61
46,11,46,13,18
131,149,13,64,17
30,117,27,0,9
58,63,197,209,11
38,76,69,8,27
31,112,53,24,29
12,34,10,26,47
137,95,98,25,31
78,24,0,119,21
202,30,9,20,61
36,17,20,25,13
100,165,23,35,8
25,81,3,7,72
31,89,3,160,62
121,20,43,10,54
60,47,85,20,17
13,26,26,76,61
67,12,51,32,21
62,56,147,38,105
31,11,45,26,26
45,36,38,5,43
76,79,11,51,34
41,61,59,5,38
50,14,2,34,24
25,58,3,7,63
25,36,42,5,7
107,53,35,28,47
40,104,41,77,2
1,59,58,30,47
29,41,3,9,26
12,90,35,13,34
32,3,40,18,1
1,52,41,13,4
0,78,32,4,30
19,70,14,20,34
70,107,11,47,16
62,46,47,141,11
61,0,22,21,75
18,21,80,48,13
228,109,17,12,41
70,13,31,96,110
139,4,44,22,29
14,97,33,53,28
26,37,45,103,56
45,24,26,60,8
13,47,8,3,25
31,79,1,35,7
46,12,4,68,26
153,19,30,0,5
62,93,14,8,3
60,38,20,94,51
62,6,4,2,10
75,49,41,18,45
100,73,69,0,22
54,99,41,137,39
6,56,124,47,53
115,33,67,4,14
37,30,13,18,82
33,34,9,49,19
53,6,45,5,2
129,158,65,95,1
31,35,77,96,6
94,26,7,7,25
0,38,4,38,5
48,38,24,68,21
65,121,7,128,30
109,44,20,5,7
175,1,17,41,80
5,71,14,6,55
102,15,76,83,5
23,50,0,28,26
49,14,11,48,23
4,10,4,31,3
30,102,1,127,6
12,11,16,0,21
5,44,91,21,63
4,54,30,30,11
117,15,5,46,11
24,93,82,96,29
44,151,65,7,28
7,48,70,16,7
81,28,79,20,13
31,8,33,14,186
23,34,33,47,29
66,5,30,130,69
56,19,63,11,102
101,15,11,22,50
15,4,71,44,29
105,28,2,18,12
35,7,40,19,32
83,41,0,29,10
24,5,6,95,0
61,41,19,36,10
61,8,52,37,8
20,25,88,58,2
41,29,85,3,11
17,3,22,14,35
2,34,11,19,27
14,9,130,10,17
51,18,14,12,5
58,13,18,25,0
43,63,50,4,0
119,45,14,50,56
47,137,16,2,29
91,59,11,15,6
130,16,4,4,25
3,40,51,2,21
3,8,36,42,9
26,98,12,27,5
91,23,44,59,61
112,54,166,24,93
1,75,46,7,19
22,85,37,3,11
10,104,8,66,4
26,76,2,202,95
115,57,24,25,6
77,0,62,15,10
22,43,72,12,50
60,54,128,27,3
95,111,106,38,0
17,29,52,23,38
11,55,10,10,22
35,0,3,23,63
1,36,9,144,31
105,7,67,124,55
32,3,14,1,61
60,12,36,19,30
26,14,46,18,8
33,99,97,67,6
34,67,67,36,10
48,82,75,47,44
94,43,12,8,47
64,19,10,103,8
13,6,38,11,29
11,30,7,37,6
5,79,37,55,24
20,37,53,28,54
26,46,18,14,14
136,6,27,18,8
78,79,64,3,20
43,15,6,5,110
75,2,65,46,16
77,20,165,31,18
57,74,6,21,3
66,25,18,33,38
0,32,86,28,15
16,82,21,17,22
55,25,10,3,54
16,34,19,16,20
18,25,37,132,6
158,55,24,4,41
2,5,9,23,11
95,16,12,24,36
62,33,22,8,75
49,27,1,24,77
20,77,54,2,24
134,0,9,13,62
37,6,18,4,14
11,7,32,14,9
87,7,17,100,11
57,66,69,49,58
89,20,5,8,34
69,10,92,68,83
27,21,95,54,60
11,52,82,19,49
136,68,9,36,6
42,5,119,75,13
27,4,11,11,54
6,205,0,21,3
22,99,178,133,2
32,23,18,43,59
64,94,56,107,60
106,86,4,3,0
85,43,10,42,27
94,26,90,37,10
2,0,26,94,23
17,1,18,81,0
86,129,17,2,6
8,11,101,57,53
45,29,20,45,91
40,45,59,125,23
7,39,113,48,17
72,48,124,40,55
59,1,49,50,2
118,13,80,68,40
96,65,7,77,56
7,28,2,65,19
54,51,53,8,9
7,110,19,57,50
76,56,39,27,24
136,5,65,65,7
32,60,29,53,138
44,137,10,20,82
59,59,79,25,6
69,4,6,43,13
64,80,24,14,30
35,6,12,2,7
6,11,162,28,14
4,15,39,5,3
78,18,40,6,37
45,4,1,42,10
28,35,14,66,23
39,56,33,16,19
40,32,29,9,71
1,50,23,27,39
101,22,119,22,16
91,39,51,86,33
40,4,166,58,21
61,6,128,14,10
35,11,10,13,19
55,15,28,2,13
12,60,41,39,33
23,9,8,15,0
0,70,34,58,31
46,3,74,15,26
2,157,40,15,5
79,100,74,10,3
37,42,39,10,34
77,12,51,57,25
36,126,43,69,41
52,38,0,16,1
32,110,19,6,18
3,83,115,55,2
140,48,104,19,7
76,48,51,4,21
52,23,11,95,5
46,40,165,92,18
15,41,70,95,1
28,19,0,28,147
18,72,40,5,35
5,22,79,12,0
98,25,89,0,9
27,29,99,5,0
8,10,74,8,36
58,4,11,3,17
64,49,33,4,72
107,61,74,68,47
71,14,75,38,11
99,27,9,82,27
0,75,77,60,1
32,11,11,13,1
53,27,14,2,0
5,21,88,17,27
9,65,7,54,87
2,34,35,2,18
7,56,63,34,10
52,21,74,4,28
115,36,56,97,54
24,69,55,1,2
20,54,50,60,51
23,23,28,8,42
187,22,112,36,116
48,93,21,15,22
41,55,13,81,32
51,190,38,59,3
3,25,37,85,42
14,142,72,111,12
6,28,14,51,13
192,68,0,16,60
19,2,4,8,53
11,49,20,32,18
95,23,36,5,2
43,33,19,76,44
98,25,36,46,15
45,10,26,15,50
22,50,25,35,71
22,57,26,70,30
21,24,40,35,31
4,5,68,45,63
69,8,16,85,33
11,20,18,3,93
11,35,12,74,13
93,12,44,53,25
65,31,50,34,18
32,3,13,2,14
29,13,9,50,8
46,1,52,27,47
5,17,22,31,0
26,11,32,21,22
69,0,109,56,63
4,30,19,56,31
27,34,26,87,118
29,28,53,12,103
2,114,12,11,34
91,11,19,15,19
2,69,46,9,2
45,67,4,62,3
64,122,28,27,98
16,14,49,48,54
14,62,27,87,19
97,33,47,53,76
64,62,28,37,0
32,54,12,27,69
18,35,66,61,39
86,8,31,18,30
11,34,159,24,76
112,17,16,13,57
120,7,15,80,6
38,51,3,71,38
3,17,66,0,9
6,23,6,105,25
156,49,28,4,51
76,125,55,9,3
63,17,55,8,27
6,177,99,19,44
31,126,58,4,57
43,24,55,34,52
38,48,39,31,6
24,8,10,11,53
70,65,105,26,4
29,73,62,54,40
4,39,50,2,41
13,18,10,18,111
74,6,11,18,3
32,5,13,1,1
165,26,15,48,10
18,14,98,54,54
43,19,50,17,45
171,58,67,19,45
27,46,49,8,41
60,29,10,25,6
126,52,23,8,13
5,3,22,13,11
16,71,96,9,14
154,37,3,48,4
177,26,63,97,53
103,98,22,3,35
23,14,2,8,7
19,8,81,0,47
150,25,5,3,141
27,40,17,26,38
1,49,2,30,22
37,11,24,59,1
3,87,29,26,1
1,44,27,25,29
30,24,80,19,20
58,20,11,3,46
73,80,9,18,42
53,5,56,6,20
66,24,125,13,1
45,40,17,46,38
30,49,36,32,97
34,17,82,26,45
166,22,22,25,3
133,25,33,2,59
6,26,27,75,100
167,7,52,4,19
9,65,8,15,60
8,19,32,60,11
23,5,64,61,4
22,21,19,6,18
36,1,3,34,3
48,109,127,9,48
23,9,120,50,42
28,19,23,47,53
74,19,0,39,68
5,42,10,29,10
43,57,114,5,7
54,84,137,23,19
64,24,11,162,2
52,81,15,20,76
17,50,34,14,8
68,10,27,31,21
25,41,113,8,5
39,53,54,1,2
22,7,41,52,23
25,51,52,55,47
0,0,16,12,26
48,41,66,76,0
77,6,1,42,15
12,35,12,24,59
65,27,46,62,36
47,71,55,65,47
113,1,11,2,17
67,15,23,4,7
3,70,30,17,59
70,52,25,39,17
122,76,14,66,32
20,94,71,1,0
30,22,13,13,26
0,73,89,61,20
109,3,16,31,4
39,48,57,33,4
29,33,95,18,32
86,8,3,80,0
8,47,101,6,8
40,43,30,61,36
48,15,66,54,1
5,9,46,63,32
34,34,56,50,6
110,78,108,80,15
34,32,49,101,6
154,85,17,1,54
15,1,2,10,50
48,65,45,1,17
62,3,13,44,63
16,38,26,9,8
113,49,6,45,6
13,46,12,60,56
71,142,13,35,128
24,100,1,97,24
18,58,57,51,43
6,62,55,35,12
169,86,4,22,8
9,23,42,27,43
28,9,102,87,59
20,30,3,30,6
6,27,6,72,3
2,47,5,38,2
23,96,75,11,34
1,1,13,22,8
52,38,28,50,5
121,0,82,6,1
26,42,45,1,29
33,94,51,9,114
52,114,2,10,9
45,4,15,116,46
2,11,9,4,43
33,35,29,52,15
47,57,12,14,37
11,15,21,39,33
18,77,58,18,23
140,4,119,33,9
26,5,47,79,9
14,33,51,4,47
8,54,105,32,8
21,62,104,28,4
13,43,7,62,30
38,73,13,23,36
48,129,5,45,5
57,13,2,13,13
21,91,54,51,76
30,3,29,5,2
75,17,36,1,131
16,129,22,4,6
28,0,49,9,26
38,54,9,87,42
49,16,91,27,9
98,4,84,4,7
69,17,6,41,29
37,34,4,1,14
89,29,38,87,10
189,37,66,74,21
5,22,15,54,87
100,46,3,12,32
56,41,40,41,18
111,33,29,48,6
30,69,59,179,33
36,39,68,69,12
26,20,52,12,15
145,69,166,0,0
61,101,117,17,35
31,65,15,7,45
100,3,32,27,31
59,29,58,38,6
83,19,74,29,13
17,19,32,56,53
52,12,103,43,19
51,8,31,6,1
32,1,44,4,3
55,43,74,42,68
33,81,40,57,7
13,185,89,23,18
9,21,42,7,15
33,66,14,47,0
11,4,15,5,3
87,34,70,31,9
55,4,0,24,38
7,13,2,25,16
2,116,22,2,11
18,14,51,7,10
36,43,38,26,5
112,132,41,77,49
68,138,41,5,35
2,8,10,17,7
40,89,18,4,112
5,100,65,51,34
21,15,23,13,29
114,44,12,51,22
78,77,27,7,46
16,8,31,14,11
70,51,24,11,13
34,14,32,6,9
101,6,67,108,2
19,11,1,81,3
88,32,3,32,37
52,6,32,11,64
37,42,70,28,132
89,17,5,26,63
59,3,4,3,8
1,49,14,8,5
28,131,6,11,53
7,100,88,44,27
12,102,123,32,16
20,34,9,118,122
16,16,60,0,48
91,61,1,62,11
56,76,19,5,9
77,38,25,4,32
30,3,200,20,35
71,67,35,32,14
12,22,0,69,16
4,110,14,18,5
59,3,21,8,43
125,9,48,12,4
95,53,9,35,18
44,19,62,9,36
67,2,30,26,87
93,15,42,2,10
76,68,32,25,8
87,23,53,92,2
125,104,14,24,35
134,114,41,23,11
5,63,8,37,22
107,58,15,5,2
114,38,12,33,5
121,30,25,56,4
60,31,59,2,37
21,87,3,72,33
57,28,6,16,11
89,13,44,24,11
1,42,61,41,78
15,46,33,26,32
134,97,152,19,26
106,30,23,4,34
43,84,139,4,42
9,2,62,11,70
15,0,3,38,20
28,61,15,23,36
25,20,23,22,0
95,5,71,1,79
119,6,25,18,20
51,18,6,12,1
154,66,98,135,1
22,14,94,6,1
129,31,3,21,23
63,23,13,50,40
6,28,76,28,2
8,15,61,27,19
70,86,91,28,16
73,36,93,5,3
5,14,17,22,39
6,3,10,27,71
14,34,21,14,36
26,5,39,56,30
34,5,22,0,20
7,72,57,22,19
33,55,20,30,20
86,55,28,14,24
100,60,90,13,94
31,42,4,14,36
22,18,30,42,31
107,56,31,27,72
73,113,11,70,19
71,34,116,18,73
28,3,15,11,19
32,88,32,10,30
4,12,6,56,21
11,112,36,67,30
59,119,73,30,23
88,31,9,3,14
121,6,11,31,13
81,86,16,2,54
71,16,21,10,2
27,19,54,37,41
44,31,32,29,38
26,36,35,56,0
6,132,46,54,8
46,44,3,54,128
42,1,16,5,43
11,16,23,8,7
54,14,228,99,7
43,98,10,28,16
5,21,61,21,9
40,83,10,29,19
11,46,89,21,12
8,120,8,58,15
71,71,43,0,13
92,52,20,9,85
86,137,178,1,22
68,78,7,14,2
41,2,34,60,10
124,7,91,24,68
81,91,28,3,13
58,25,11,5,32
49,33,46,34,19
32,106,163,88,22
71,18,4,1,36
31,55,20,4,51
10,0,18,42,40
17,9,112,29,33
12,41,101,47,36
8,73,0,113,10
3,1,5,11,21
95,13,39,11,38
18,115,105,39,10
10,65,25,21,5
15,3,60,2,217
53,99,37,20,13
29,9,39,5,35
38,118,2,31,31
1,128,3,140,41
25,40,39,4,39
91,0,30,19,39
20,30,96,2,73
53,30,14,25,131
38,22,68,25,3
53,42,34,21,27
28,29,23,18,26
43,0,43,9,1
10,4,38,8,46
36,1,5,91,74
56,15,55,79,40
11,85,2,34,17
73,18,37,43,0
107,17,102,26,19
88,0,151,26,69
35,24,7,2,11
91,29,8,78,73
39,1,35,4,9
42,19,25,5,2
1,54,105,24,0
21,42,113,107,40
20,54,111,26,16
13,23,2,19,22
18,67,21,2,9
59,37,0,24,24
46,29,34,57,18
23,15,17,8,117
88,18,82,15,40
75,0,34,28,32
3,182,141,28,85
29,20,32,68,90
92,104,150,40,12
65,2,63,20,19
47,21,19,76,74
152,23,61,63,43
46,22,7,5,6
44,26,18,38,18
28,39,24,35,108
16,105,83,25,16
92,3,109,0,22
70,26,6,76,25
30,32,6,11,3
29,103,12,46,0
28,147,17,47,159
0,8,126,16,31
26,19,37,26,28
57,22,29,188,56
117,74,13,36,12
22,0,4,25,2
8,9,83,117,102
58,19,42,58,17
26,20,92,139,84
4,45,30,12,13
1,37,55,19,5
3,72,77,55,2
21,26,2,0,27
1,24,35,78,99
74,26,0,32,52
78,26,35,20,53
1,12,13,1,12
59,16,11,58,47
25,94,126,15,76
94,77,190,43,62
25,5,18,16,6
79,55,46,16,2
60,9,50,14,19
91,194,53,8,66
6,34,78,54,10
12,7,1,26,32
17,81,34,20,66
83,151,0,6,70
34,107,5,25,28
55,37,17,125,31
73,23,14,66,41
79,28,44,5,39
31,76,26,1,26
61,101,39,121,31
13,10,44,12,66
3,59,66,30,7
20,31,14,24,128
29,29,68,48,4
1,108,63,31,53
9,177,37,17,37
6,0,64,70,70
82,17,1,84,12
3,13,49,31,20
2,3,52,31,21
104,145,17,7,5
43,109,1,4,34
3,19,1,8,70
9,24,107,1,62
24,61,20,12,56
55,93,43,10,40
87,68,143,6,23
194,102,18,66,46
29,54,72,50,34
41,18,42,18,59
76,22,23,2,47
98,73,53,29,38
34,8,44,2,19
94,6,5,52,46
83,50,28,4,46
7,67,88,20,0
43,6,37,49,8
99,3,42,10,45
33,47,50,32,27
103,58,0,128,60
23,37,45,30,61
44,58,4,22,3
33,51,150,21,12
46,37,40,88,12
92,76,82,15,62
25,45,107,51,57
55,79,7,23,15
33,51,3,25,31
39,75,132,17,58
10,53,10,4,7
2,1,19,26,3
46,122,5,78,43
5,34,15,66,48
70,18,4,23,11
11,20,43,52,45
45,16,45,6,51
1,149,16,29,13
34,119,42,90,70
38,5,135,54,26
83,99,4,20,58
192,54,28,31,20
85,79,2,5,47
129,33,81,35,23
24,0,2,15,25
9,30,1,70,35
83,27,32,13,2
6,145,128,32,0
70,5,10,1,5
165,45,47,60,61
17,9,63,5,18
48,99,68,21,19
38,14,11,8,49
49,13,28,71,96
7,125,18,105,28
14,20,39,1,30
8,24,113,2,5
22,77,36,25,2
55,93,9,31,15
20,54,46,32,17
85,124,20,3,30
41,5,80,95,10
19,19,37,14,17
56,33,131,10,41
55,35,64,24,23
57,12,83,1,1
41,25,92,0,8
63,180,41,43,62
14,40,52,10,3
0,52,48,40,187
20,101,22,10,4
53,14,63,7,105
43,28,66,42,46
23,72,5,4,20
35,22,48,46,30
141,21,79,40,18
7,7,1,16,44
41,78,37,38,9
67,4,3,22,8
16,88,15,8,77
135,24,13,57,14
6,95,30,71,4
119,111,30,2,1
92,1,28,47,68
102,7,4,8,74
49,85,79,40,10
73,25,10,38,24
43,7,35,10,7
94,80,46,69,36
30,27,9,76,15
10,38,8,50,39
40,27,58,7,0
148,120,79,24,10
39,2,22,44,28
87,61,58,11,37
13,13,22,118,54
14,101,51,53,17
4,32,99,135,0
45,81,122,9,11
57,45,8,10,101
38,4,19,67,11
10,36,3,0,9
45,85,54,32,12
83,38,228,32,12
0,99,4,111,39
75,141,7,68,103
58,33,13,27,5
2,1,149,47,4
123,92,11,26,5
28,75,10,61,9
21,28,26,16,26
21,17,44,36,31
10,22,28,8,64
13,2,0,4,14
27,18,0,111,25
13,67,43,10,55
7,40,3,58,60
85,1,121,28,84
62,29,46,25,50
46,41,21,65,27
68,53,13,28,53
10,40,0,0,63
27,95,5,127,22
40,54,120,24,182
27,23,21,17,17
129,49,4,1,30
34,63,48,11,25
108,21,45,15,21
6,7,58,57,8
7,20,57,22,81
53,43,4,77,53
63,125,86,26,34
44,35,9,25,4
121,47,44,9,46
13,148,37,5,72
50,61,13,22,41
61,85,13,11,43
6,89,16,33,29
5,92,26,27,12
91,7,88,2,40
30,84,25,15,6
40,26,35,52,22
58,92,34,106,10
84,31,38,49,102
37,63,62,18,64
8,11,33,40,30
104,8,18,60,119
93,128,64,22,16
88,56,3,5,1
43,57,38,29,15
55,41,5,94,4
14,24,26,8,13
23,36,120,17,95
69,3,25,44,22
66,94,11,1,4
93,59,76,34,2
15,67,4,1,40
2,23,51,92,29
77,2,13,53,35
39,39,2,74,23
76,8,28,16,30
10,113,140,3,24
46,1,34,11,44
92,1,23,15,24
4,25,104,77,68
25,78,4,27,14
12,29,35,12,9
20,15,24,70,11
73,154,91,7,5
46,1,34,70,11
54,11,47,30,22
63,8,72,28,0
124,90,5,112,3
40,37,23,0,7
10,38,10,15,23
30,0,37,13,3
19,2,5,6,3
48,64,68,48,13
63,66,9,2,5
64,77,109,12,76
69,38,55,71,6
78,60,12,10,23
18,16,26,9,0
56,82,94,17,48
95,20,3,40,3
62,21,105,8,6
53,2,24,114,14
40,76,40,55,0
103,29,12,13,27
38,52,13,11,83
85,13,16,8,69
39,4,38,13,18
45,61,25,9,44
9,126,5,57,74
68,35,71,44,9
56,2,53,21,14
56,67,91,11,39
14,29,6,25,8
7,81,93,13,48
80,71,0,9,34
21,72,4,59,8
25,17,82,19,19
85,77,70,9,5
114,54,71,76,5
51,17,10,20,60
109,52,4,32,47
4,23,65,22,47
0,7,52,2,39
31,107,98,54,11
41,78,16,82,17
33,73,52,5,34
53,13,5,52,7
23,65,2,57,43
18,90,141,6,30
122,11,93,0,22
60,71,3,6,36
28,45,18,2,5
1,68,32,32,9
53,77,16,10,96
117,38,45,7,8
59,10,33,0,14
32,33,67,2,36
89,23,43,70,29
0,92,92,25,61
73,38,152,123,29
13,63,2,20,38
17,93,46,28,10
160,50,73,7,10
21,3,150,9,0
103,22,3,19,26
30,30,17,0,13
91,0,69,34,33
85,32,12,10,0
116,106,58,11,1
50,11,1,56,19
15,0,32,76,70
21,42,11,57,57
20,95,73,46,5
38,42,62,0,0
122,50,78,44,17
69,6,28,11,7
64,89,30,35,47
16,1,10,13,117
115,14,65,14,8
45,25,46,34,28
84,85,58,12,12
2,3,19,15,14
148,115,0,86,48
21,20,58,14,30
103,2,10,53,1
66,61,100,96,67
34,1,19,67,12
14,30,78,28,39
13,23,50,37,2
0,43,9,55,4
5,25,2,26,100
8,3,56,66,0
6,79,44,38,30
68,3,21,13,3
81,9,13,11,88
103,7,1,61,2
18,126,104,145,1
60,32,6,105,32
99,15,58,32,33
62,63,23,83,22
27,20,38,53,17
48,9,2,69,2
8,54,52,22,29
8,114,63,15,13
0,5,9,5,12
26,42,165,54,66
43,16,27,36,9
41,43,10,3,12
36,56,77,6,8
40,22,19,78,8
141,3,52,18,140
72,127,21,40,14
86,3,33,103,16
75,12,53,97,70
78,43,61,101,1
66,23,16,7,7
15,36,55,17,58
43,69,155,38,5
1,39,35,12,41
43,47,1,75,33
41,75,16,7,38
60,28,4,21,103
24,64,1,50,67
94,65,29,3,20
32,175,2,27,82
14,114,6,15,51
135,19,57,6,14
48,68,55,32,24
50,17,5,4,39
24,50,37,7,7
13,31,69,80,19
54,179,4,11,0
72,70,49,95,8
17,8,103,12,6
195,42,61,14,13
26,36,52,4,56
75,52,4,46,9
28,4,4,43,37
4,43,46,42,0
79,43,52,11,89
18,66,19,35,42
23,22,86,85,24
7,146,137,6,8
26,16,59,35,4
6,75,40,63,44
80,20,87,23,7
62,45,34,44,7
115,67,63,11,18
1,27,21,46,13
57,42,20,87,11
49,147,5,41,53
5,144,90,48,23
62,16,13,14,7
13,25,32,24,18
42,83,0,31,0
19,2,1,0,67
55,58,7,38,25
64,39,60,26,24
61,29,32,13,118
43,57,73,43,43
3,23,27,33,44
49,69,5,19,0
30,80,106,93,56
55,100,13,27,7
10,29,32,92,70
73,43,84,67,17
58,5,4,7,4
9,30,10,97,6
16,10,140,2,44
3,74,21,108,116
